8819	46170	-0.4261111111111111	(-0.4261111111111111,-0.4261111111111111,1,-7.67,18,14,14,51)
4186	46174	-0.45285714285714285	(-0.45285714285714285,-0.45285714285714285,1,-6.34,14,6,6,45)
10098	46180	0.07222222222222223	(0.07222222222222223,0.07222222222222223,1,0.65,9,6,6,54)
2400	46183	0.49750000000000005	(0.49750000000000005,0.49750000000000005,1,5.970000000000001,12,3,3,88)
2967	46188	0.24874999999999997	(0.24874999999999997,0.24874999999999997,1,1.9899999999999998,8,5,5,37)
3132	46191	0.07615384615384617	(0.07615384615384617,0.07615384615384617,1,0.9900000000000002,13,8,8,55)
3490	46213	0.07222222222222223	(0.07222222222222223,0.07222222222222223,1,0.65,9,6,6,51)
4765	46216	0.0	(0.0,0.0,1,0.0,17,15,15,63)
3284	46291	-0.04466666666666666	(-0.04466666666666666,-0.04466666666666666,1,-0.6699999999999999,15,9,9,65)
6424	46297	-0.33399999999999996	(-0.33399999999999996,-0.33399999999999996,1,-3.34,10,7,7,70)
2509	48114	0.1907142857142857	(0.1907142857142857,0.1907142857142857,1,2.67,14,10,10,61)
10234	48125	-0.732	(-0.732,-0.732,1,-3.66,5,5,5,43)
9951	48129	-0.66625	(-0.66625,-0.66625,1,-5.33,8,5,5,60)
2746	48132	0.0	(0.0,0.0,1,0.0,11,7,7,68)
6467	48144	-0.66625	(-0.66625,-0.66625,1,-5.33,8,5,5,60)
3516	48149	0.0319047619047619	(0.0319047619047619,0.0319047619047619,1,0.6699999999999999,21,14,14,67)
7050	48155	-0.18857142857142858	(-0.18857142857142858,-0.18857142857142858,1,-1.32,7,5,5,60)
806	48160	-0.665	(-0.665,-0.665,1,-6.65,10,6,6,64)
972	48624	0.16749999999999998	(0.16749999999999998,0.16749999999999998,1,0.6699999999999999,4,4,4,42)
9749	48629	-0.66625	(-0.66625,-0.66625,1,-5.33,8,5,5,60)
6099	48632	-0.24090909090909093	(-0.24090909090909093,-0.24090909090909093,1,-2.6500000000000004,11,8,8,76)
5277	48637	-0.39272727272727276	(-0.39272727272727276,-0.39272727272727276,1,-4.32,11,7,7,65)
2308	48642	-0.4666666666666667	(-0.4666666666666667,-0.4666666666666667,1,-7.0,15,8,8,74)
